Year,Month,Sales(In ThousandDollars),ProductCategory_MenClothing,ProductCategory_OtherClothing,ProductCategory_WomenClothing,Year-Month,Monthly Nominal GDP Index (inMillion$),Monthly Real GDP Index (inMillion$),CPI,unemployment rate,CommercialBankInterestRateonCreditCardPlans,"Finance Rate on Personal Loans at Commercial Banks, 24 Month Loan",Earnings or wages  in dollars per hour,AdvertisingExpenses (in Thousand Dollars),Cotton Monthly Price - US cents per Pound(lbs),Change(in%),Average upland planted(million acres),Average upland harvested(million acres),yieldperharvested acre,Production (in  480-lb netweright in million bales),Mill use  (in  480-lb netweright in million bales),Exports,PartyInPower_Democrats,Event_'Christmas Day' observed,Event_'Independence Day' observed,Event_'New Year's Day' observed,Event_Christmas Day,Event_Christmas Eve,Event_Columbus Day (Most regions),Event_Day After Christmas Day,Event_Easter Sunday,Event_Election Day,Event_Father's Day,Event_Halloween,Event_Independence Day,Event_Labor Day,Event_Martin Luther King Jr. Day,Event_Memorial Day,Event_Mother's Day,Event_New Year's Day,Event_New Year's Eve,Event_Presidents' Day,Event_Thanksgiving Day,Event_Thomas Jefferson's Birthday,Event_Valentine's Day,Event_Veterans Day,DayCategory_Event,DayCategory_Federal Holiday,Day,Temp high (°C),Temp avg (°C),Temp low (°C),Dew Point high (°C),Dew Point avg (°C),Dew Point low (°C),Humidity (%) high,Humidity (%) avg,Humidity (%) low,Sea Level Press. (hPa) high,Sea Level Press. (hPa) avg,Sea Level Press. (hPa) low,Visibility (km) high,Visibility (km) avg,Visibility (km) low,Wind (km/h) low,Wind (km/h) avg,Wind (km/h) high,Precip. (mm) sum,WeatherEvent
2009,1,1755.0,False,False,True,2009 - Jun,14348.5306658082,14346.8201055735,237.172,9.5,13.32,11.25,21.96,200.0,61.39,-0.9,8.668,7.76,796.0,12.876,3.47,10.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2009,1,1755.0,False,False,True,2009 - Jun,14348.5306658082,14346.8201055735,237.172,9.5,13.32,11.25,21.96,200.0,61.39,-0.9,8.668,7.76,796.0,12.876,3.47,10.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2009,1,1755.0,False,False,True,2009 - Jul,14317.3729221509,14345.6760973542,237.6,9.5,13.32,11.25,22.0,200.0,64.8,5.55,8.905,7.753,796.0,12.863,3.47,9.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2009,1,1755.0,False,False,True,2009 - Jul,14317.3729221509,14345.6760973542,237.6,9.5,13.32,11.25,22.0,200.0,64.8,5.55,8.905,7.753,796.0,12.863,3.47,9.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2009,1,1755.0,False,False,True,2009 - Aug,14424.2849012372,14435.812508554,238.282,9.6,13.71,10.89,22.16,200.0,64.26,-0.83,8.905,7.619,809.0,12.84,3.47,9.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2009,1,1755.0,False,False,True,2009 - Aug,14424.2849012372,14435.812508554,238.282,9.6,13.71,10.89,22.16,200.0,64.26,-0.83,8.905,7.619,809.0,12.84,3.47,9.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2009,1,1755.0,False,False,True,2009 - Sep,14410.7771765398,14425.9727515716,238.568,9.8,13.71,10.89,22.2,200.0,64.07,-0.3,8.989,7.582,827.0,13.071,3.47,10.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2009,1,1755.0,False,False,True,2009 - Sep,14410.7771765398,14425.9727515716,238.568,9.8,13.71,10.89,22.2,200.0,64.07,-0.3,8.989,7.582,827.0,13.071,3.47,10.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2009,1,1755.0,False,False,True,2009 - Oct,14596.6054472681,14595.3930938759,238.38,10.0,13.71,10.89,22.27,200.0,66.82,4.29,8.989,7.586,799.0,12.631,3.37,10.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2009,1,1755.0,False,False,True,2009 - Oct,14596.6054472681,14595.3930938759,238.38,10.0,13.71,10.89,22.27,200.0,66.82,4.29,8.989,7.586,799.0,12.631,3.37,10.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2009,1,1755.0,False,False,True,2009 - Nov,14590.4322515432,14559.4101732519,238.777,9.9,13.6,11.2,22.44,200.0,71.78,7.42,8.989,7.586,767.0,12.129,3.37,9.95,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2009,1,1755.0,False,False,True,2009 - Nov,14590.4322515432,14559.4101732519,238.777,9.9,13.6,11.2,22.44,200.0,71.78,7.42,8.989,7.586,767.0,12.129,3.37,9.95,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2009,1,1755.0,False,False,True,2009 - Dec,14512.4953011728,14471.040843924,238.427,9.9,13.6,11.2,22.38,200.0,76.78,6.97,8.989,7.586,774.0,12.225,3.37,10.425,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2009,1,1755.0,False,False,True,2009 - Dec,14512.4953011728,14471.040843924,238.427,9.9,13.6,11.2,22.38,200.0,76.78,6.97,8.989,7.586,774.0,12.225,3.37,10.425,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2009,1,524.0,True,False,False,2009 - Jan,14421.7528954451,14407.053343022,233.402,7.8,12.03,11.44,22.05,137.0,57.7,4.02,9.296,7.559,799.0,12.589,4.17,11.55,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2009,1,524.0,True,False,False,2009 - Jan,14421.7528954451,14407.053343022,233.402,7.8,12.03,11.44,22.05,137.0,57.7,4.02,9.296,7.559,799.0,12.589,4.17,11.55,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2009,1,524.0,True,False,False,2009 - Feb,14389.2004660291,14366.1765714005,234.663,8.3,12.97,11.05,22.22,200.0,55.21,-4.32,9.296,7.559,799.0,12.589,3.87,11.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2009,1,524.0,True,False,False,2009 - Feb,14389.2004660291,14366.1765714005,234.663,8.3,12.97,11.05,22.22,200.0,55.21,-4.32,9.296,7.559,799.0,12.589,3.87,11.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2009,1,524.0,True,False,False,2009 - Mar,14340.7016385792,14351.7868217385,235.067,8.7,12.97,11.05,22.22,200.0,51.5,-6.72,9.296,7.559,799.0,12.589,3.72,11.65,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2009,1,524.0,True,False,False,2009 - Mar,14340.7016385792,14351.7868217385,235.067,8.7,12.97,11.05,22.22,200.0,51.5,-6.72,9.296,7.559,799.0,12.589,3.72,11.65,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2009,1,524.0,True,False,False,2009 - Apr,14326.8155253522,14351.6017305356,235.582,9.0,12.97,11.05,22.13,214.0,56.78,10.25,9.296,7.559,787.0,12.4,3.62,12.225,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2009,1,524.0,True,False,False,2009 - Apr,14326.8155253522,14351.6017305356,235.582,9.0,12.97,11.05,22.13,214.0,56.78,10.25,9.296,7.559,787.0,12.4,3.62,12.225,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2009,1,524.0,True,False,False,2009 - May,14345.9048088631,14368.1239591978,235.975,9.4,13.32,11.25,22.04,200.0,61.95,9.11,9.297,7.4,803.0,12.384,3.52,12.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2009,1,524.0,True,False,False,2009 - May,14345.9048088631,14368.1239591978,235.975,9.4,13.32,11.25,22.04,200.0,61.95,9.11,9.297,7.4,803.0,12.384,3.52,12.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2009,1,524.0,True,False,False,2009 - Jun,14348.5306658082,14346.8201055735,237.172,9.5,13.32,11.25,21.96,200.0,61.39,-0.9,8.668,7.76,796.0,12.876,3.47,10.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2009,1,524.0,True,False,False,2009 - Jun,14348.5306658082,14346.8201055735,237.172,9.5,13.32,11.25,21.96,200.0,61.39,-0.9,8.668,7.76,796.0,12.876,3.47,10.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2009,1,524.0,True,False,False,2009 - Jul,14317.3729221509,14345.6760973542,237.6,9.5,13.32,11.25,22.0,200.0,64.8,5.55,8.905,7.753,796.0,12.863,3.47,9.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2009,1,524.0,True,False,False,2009 - Jul,14317.3729221509,14345.6760973542,237.6,9.5,13.32,11.25,22.0,200.0,64.8,5.55,8.905,7.753,796.0,12.863,3.47,9.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2009,1,524.0,True,False,False,2009 - Aug,14424.2849012372,14435.812508554,238.282,9.6,13.71,10.89,22.16,200.0,64.26,-0.83,8.905,7.619,809.0,12.84,3.47,9.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2009,1,524.0,True,False,False,2009 - Aug,14424.2849012372,14435.812508554,238.282,9.6,13.71,10.89,22.16,200.0,64.26,-0.83,8.905,7.619,809.0,12.84,3.47,9.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2009,1,524.0,True,False,False,2009 - Sep,14410.7771765398,14425.9727515716,238.568,9.8,13.71,10.89,22.2,200.0,64.07,-0.3,8.989,7.582,827.0,13.071,3.47,10.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2009,1,524.0,True,False,False,2009 - Sep,14410.7771765398,14425.9727515716,238.568,9.8,13.71,10.89,22.2,200.0,64.07,-0.3,8.989,7.582,827.0,13.071,3.47,10.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2009,1,524.0,True,False,False,2009 - Oct,14596.6054472681,14595.3930938759,238.38,10.0,13.71,10.89,22.27,200.0,66.82,4.29,8.989,7.586,799.0,12.631,3.37,10.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2009,1,524.0,True,False,False,2009 - Oct,14596.6054472681,14595.3930938759,238.38,10.0,13.71,10.89,22.27,200.0,66.82,4.29,8.989,7.586,799.0,12.631,3.37,10.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2009,1,524.0,True,False,False,2009 - Nov,14590.4322515432,14559.4101732519,238.777,9.9,13.6,11.2,22.44,200.0,71.78,7.42,8.989,7.586,767.0,12.129,3.37,9.95,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2009,1,524.0,True,False,False,2009 - Nov,14590.4322515432,14559.4101732519,238.777,9.9,13.6,11.2,22.44,200.0,71.78,7.42,8.989,7.586,767.0,12.129,3.37,9.95,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2009,1,524.0,True,False,False,2009 - Dec,14512.4953011728,14471.040843924,238.427,9.9,13.6,11.2,22.38,200.0,76.78,6.97,8.989,7.586,774.0,12.225,3.37,10.425,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2009,1,524.0,True,False,False,2009 - Dec,14512.4953011728,14471.040843924,238.427,9.9,13.6,11.2,22.38,200.0,76.78,6.97,8.989,7.586,774.0,12.225,3.37,10.425,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2009,1,936.0,False,True,False,2009 - Jan,14421.7528954451,14407.053343022,233.402,7.8,12.03,11.44,22.05,137.0,57.7,4.02,9.296,7.559,799.0,12.589,4.17,11.55,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2009,1,936.0,False,True,False,2009 - Jan,14421.7528954451,14407.053343022,233.402,7.8,12.03,11.44,22.05,137.0,57.7,4.02,9.296,7.559,799.0,12.589,4.17,11.55,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2009,1,936.0,False,True,False,2009 - Feb,14389.2004660291,14366.1765714005,234.663,8.3,12.97,11.05,22.22,200.0,55.21,-4.32,9.296,7.559,799.0,12.589,3.87,11.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2009,1,936.0,False,True,False,2009 - Feb,14389.2004660291,14366.1765714005,234.663,8.3,12.97,11.05,22.22,200.0,55.21,-4.32,9.296,7.559,799.0,12.589,3.87,11.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2009,1,936.0,False,True,False,2009 - Mar,14340.7016385792,14351.7868217385,235.067,8.7,12.97,11.05,22.22,200.0,51.5,-6.72,9.296,7.559,799.0,12.589,3.72,11.65,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2009,1,936.0,False,True,False,2009 - Mar,14340.7016385792,14351.7868217385,235.067,8.7,12.97,11.05,22.22,200.0,51.5,-6.72,9.296,7.559,799.0,12.589,3.72,11.65,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2009,1,936.0,False,True,False,2009 - Apr,14326.8155253522,14351.6017305356,235.582,9.0,12.97,11.05,22.13,214.0,56.78,10.25,9.296,7.559,787.0,12.4,3.62,12.225,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2009,1,936.0,False,True,False,2009 - Apr,14326.8155253522,14351.6017305356,235.582,9.0,12.97,11.05,22.13,214.0,56.78,10.25,9.296,7.559,787.0,12.4,3.62,12.225,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2009,1,936.0,False,True,False,2009 - May,14345.9048088631,14368.1239591978,235.975,9.4,13.32,11.25,22.04,200.0,61.95,9.11,9.297,7.4,803.0,12.384,3.52,12.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2009,1,936.0,False,True,False,2009 - May,14345.9048088631,14368.1239591978,235.975,9.4,13.32,11.25,22.04,200.0,61.95,9.11,9.297,7.4,803.0,12.384,3.52,12.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2009,1,936.0,False,True,False,2009 - Jun,14348.5306658082,14346.8201055735,237.172,9.5,13.32,11.25,21.96,200.0,61.39,-0.9,8.668,7.76,796.0,12.876,3.47,10.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2009,1,936.0,False,True,False,2009 - Jun,14348.5306658082,14346.8201055735,237.172,9.5,13.32,11.25,21.96,200.0,61.39,-0.9,8.668,7.76,796.0,12.876,3.47,10.3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2009,1,936.0,False,True,False,2009 - Jul,14317.3729221509,14345.6760973542,237.6,9.5,13.32,11.25,22.0,200.0,64.8,5.55,8.905,7.753,796.0,12.863,3.47,9.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2009,1,936.0,False,True,False,2009 - Jul,14317.3729221509,14345.6760973542,237.6,9.5,13.32,11.25,22.0,200.0,64.8,5.55,8.905,7.753,796.0,12.863,3.47,9.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2009,1,936.0,False,True,False,2009 - Aug,14424.2849012372,14435.812508554,238.282,9.6,13.71,10.89,22.16,200.0,64.26,-0.83,8.905,7.619,809.0,12.84,3.47,9.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2009,1,936.0,False,True,False,2009 - Aug,14424.2849012372,14435.812508554,238.282,9.6,13.71,10.89,22.16,200.0,64.26,-0.83,8.905,7.619,809.0,12.84,3.47,9.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2009,1,936.0,False,True,False,2009 - Sep,14410.7771765398,14425.9727515716,238.568,9.8,13.71,10.89,22.2,200.0,64.07,-0.3,8.989,7.582,827.0,13.071,3.47,10.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2009,1,936.0,False,True,False,2009 - Sep,14410.7771765398,14425.9727515716,238.568,9.8,13.71,10.89,22.2,200.0,64.07,-0.3,8.989,7.582,827.0,13.071,3.47,10.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2009,1,936.0,False,True,False,2009 - Oct,14596.6054472681,14595.3930938759,238.38,10.0,13.71,10.89,22.27,200.0,66.82,4.29,8.989,7.586,799.0,12.631,3.37,10.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2009,1,936.0,False,True,False,2009 - Oct,14596.6054472681,14595.3930938759,238.38,10.0,13.71,10.89,22.27,200.0,66.82,4.29,8.989,7.586,799.0,12.631,3.37,10.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2009,1,936.0,False,True,False,2009 - Nov,14590.4322515432,14559.4101732519,238.777,9.9,13.6,11.2,22.44,200.0,71.78,7.42,8.989,7.586,767.0,12.129,3.37,9.95,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2009,1,936.0,False,True,False,2009 - Nov,14590.4322515432,14559.4101732519,238.777,9.9,13.6,11.2,22.44,200.0,71.78,7.42,8.989,7.586,767.0,12.129,3.37,9.95,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2009,1,936.0,False,True,False,2009 - Dec,14512.4953011728,14471.040843924,238.427,9.9,13.6,11.2,22.38,200.0,76.78,6.97,8.989,7.586,774.0,12.225,3.37,10.425,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2009,1,936.0,False,True,False,2009 - Dec,14512.4953011728,14471.040843924,238.427,9.9,13.6,11.2,22.38,200.0,76.78,6.97,8.989,7.586,774.0,12.225,3.37,10.425,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
2009,2,1729.0,False,False,True,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,,,,,,,,,,,,,,,,,,,,,
2009,2,1729.0,False,False,True,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,
